title,artist,composer,lyricist,dates,link
착한 남자,먼데이키즈,조영수,안영민,2007-02-01,x33v8r8BL60
찾을래,이주영,임강현,박혜란,2007-02-01,C7tQEurm9fU
최면,Bobby Kim(Feat.타블로),Bobby Kim,Juvie Train,2007-02-01,PN2-9fdzy3w
추억은 사랑을 닮아,박효신,"황성제,박효신","김태윤,박효신",2007-02-01,NBRbP_5OyYg
친구가 연인이 되기까지,"걸프렌즈(Feat.먼데이키즈,백지영)",박해운,박은희,2007-02-01,80OvBnnPeTQ
친구야,"김범룡,박진광",김범룡,김범룡,2007-02-01,sU3Iw4kX3ok
커플링,이재훈(Feat.PSY),"김종익,싸이",싸이,2007-02-01,14cz46eTh24
표현,유리상자,박승진,이세준,2007-02-01,WbKWxlKk3sU
하루,포지션,KAWAE MINAKO,KAWAE MINAKO,2007-02-01,RkcHXGfJYT8
한 번만,치열,한성호,한성호,2007-02-01,EDXMEPqXaSo
할 말이 너무 많아요,추가열,추가열,추가열,2007-02-01,lpjouC63Asw
허수아비,전율,이정규,"이정민,최문규",2007-02-01,UgjHhJpOmc8
혼자,포지션,외국곡,이희승,2007-02-01,jiCA5B3YPdQ
환상,이재훈,윤일상,김태윤,2007-02-01,m844N1mCgYo
...사랑했잖아... Part2,린,김세진,"서희,린",2007-03-01,tIWQbtnSyHM
24,파니핑크,"묘이,영빈,재목",묘이,2007-03-01,Xkrtz8-hPRY
A Happy Life (がくえんゆーとぴあ まなびストレート! OP),林原めぐみ,岡崎律子,岡崎律子,2007-03-01,
After all,Al Jarreau,"David Foster, Jay Graydon, Al Jarreau","David Foster, Jay Graydon, Al Jarreau",2007-03-01,vg14HPuXLOU
ANGELUS(犬夜叉 OP),島谷ひとみ,BULGE,BOUNCEBACK,2007-03-01,cphRjyt3yD4
Better Than Yesterday,MC Sniper,BILL CONTI,BILL CONTI,2007-03-01,MFPedxj45Ag
Birthday Eve,倖田來未,Kosuke Morimoto,倖田來未,2007-03-01,Dt1t2XseE98
BLAZE (ツバサ・クロニクル OP),キンヤ,NIEVE,キンヤ,2007-03-01,foT7XxFJ30Q
Boom Shack A Lack,Apache Indian,"Apache Indian, Ebbie Woolley","Apache Indian, Ebbie Woolley",2007-03-01,hRZP7eWt2LQ
Colors of the Heart(BLOOD+ OP),UVERworld,TAKUYA∞,TAKUYA∞・Alice ice,2007-03-01,G6EwupJYamM
Crazy,Gnarls Barkley,"Brian Burton, Thomas Callaway, Gianfranco Reverberi, Gianpiero Reverberi","Brian Burton, Thomas Callaway, Gianfranco Reverberi, Gianpiero Reverberi",2007-03-01,-N4jf6rtyuw
DAY IN VACATION,渚のオールスターズ,織田哲郎,亜蘭知子,2007-03-01,F5nha_9yVj0
DAYS(交響詩篇エウレカセブン OP),FLOW,TAKESHI ASAKAWA,KEIGO HAYASHI・KOHSHI ASAKAWA,2007-03-01,jxIqUzd8YVk
Deja Vu,Dionne Warwick,"Adrienne Anderson, Isaac Hayes","Adrienne Anderson, Isaac Hayes",2007-03-01,HyTpu6BmE88
Do It!,하우스룰즈,서로,이윤정,2007-03-01,bt3zkV08Ij8
Don't Stop,Masta WU(Feat.Jinu),Masta WU,Masta WU,2007-03-01,No2heEAAhMY
ETERNAL WIND(機動戰士ガンダム F91 OST),森口博子,西脇唯･緒野原洋子,西脇唯,2007-03-01,
Even the nights are better,Air Supply,"Kenneth Bell, Terry Skinner, J.L Wallace","Kenneth Bell, Terry Skinner, J.L Wallace",2007-03-01,BRx58DgOxeg
Goodbye Days(한국어 Ver.)(태양의노래OST),BAY,YOSHIOKA YUI,YOSHIOKA YUI,2007-03-01,
Grip(이누야샤4기 오프닝),현진,Mazuhiro Hara,주현진,2007-03-01,
I Am(이누야 샤3기 오프닝),최수영,Masato Kitaro,"YHE,Hitomi",2007-03-01,
I Miss You,F&F,"최병진,이상진",조은희,2007-03-01,k85mRPqvMbE
I Say a Little Prayer,Aretha Franklin,"Burt Bacharach, Hal David","Burt Bacharach, Hal David",2007-03-01,wNwUQJzPY20
I 'm So rry,타이키즈,이정,이정,2007-03-01,
Inspector Mills,America,Gerry Beckley,Gerry Beckley,2007-03-01,Gf72o_BElJ8
Jenny Wren,Paul McCartney,Paul McCartney,Paul McCartney,2007-03-01,36dtjxUMWdM
Later,Fra Lippo Lippi,"Iveland, Per Ø. Sørensen","Iveland, Per Ø. Sørensen",2007-03-01,KHXJewx0YPI
Like a rose,A1,Ben Adams,Ben Adams,2007-03-01,FK3rLHSwEv8
Lonely is the night,Air Supply,"Albert Hammond, Diane Warren","Albert Hammond, Diane Warren",2007-03-01,hnBDT14DuNg
Love Power(処女はお姉さまに恋してる OP),Aice5,橋本由香利,有森聡美,2007-03-01,D50g6GjNMPw
Love so sweet,嵐,youth case,SPIN,2007-03-01,EAgACSowE5k
LUCY (NANA OST),ANNA TSUCHIYA inspi' NANA(BLACK STONES),COZZi,ANNA・Rie Eto,2007-03-01,
MASK (爆れつハンターED),奥井雅美・松村香澄,奥井雅美,奥井雅美,2007-03-01,UlB5_VRBYDs
Moon Lov er,블럭,이한철,안세진,2007-03-01,
My Love,채연,김창환,김창환,2007-03-01,vHscj1deg54
NEVER (사랑에 미치다 OST),윤여민,강연욱,하울,2007-03-01,PAbO_13YdEc
Only You,문명진,서로,김주형,2007-03-01,hhIRZICLdPo
POP,엔젤(Feat. Annie K),"RHYMER,김태완,YOUNG1",Rhymer,2007-03-01,YltISfZCc1M
Put Your Records On,Corinne Bailey Rae,"John Beck, Steve Chrisanthou, Corinne Bailey Rae","John Beck, Steve Chrisanthou, Corinne Bailey Rae",2007-03-01,qmZ0mV-rHTw
Ready Go!,WaT,Curious K.,WaT,2007-03-01,xRXwAE--peQ
Ring My Bell,Anita Ward,Frederick Knight,Frederick Knight,2007-03-01,EB-tfG2fuNU
Save Room,John Legend,"William Adams, Buddy Buie, James B. Jr. Cobb, John Stephens, Jessyca Wilson","William Adams, Buddy Buie, James B. Jr. Cobb, John Stephens, Jessyca Wilson",2007-03-01,iOmnGzAKLvg
Shoot The World(쏜다 OST),도그테이블,김정환,박명희,2007-03-01,7RPUda4Zwj4
Shuffle(遊☆戯☆王デュエルモンスターズ OP),奥井雅美,矢吹俊郎,奥井雅美,2007-03-01,iZ61zOqI3Oc
Smile Again,럼블피쉬,안성일,"안성일,Rain",2007-03-01,eshNApdKJ5g
SNOW KISS(D.Gray-man ED),NIRGILIS,"岩田アッチュ, 伊藤孝氣",岩田アッチュ,2007-03-01,
SOME BOYS ! TOUCH,後藤真希,つんく,つんく,2007-03-01,4SyiVwt5T_E
Somebody,Depeche Mode,Martin Gore,Martin Gore,2007-03-01,Hei6xtSWdTU
Step by Step,東方神起,原一博,H.U.B,2007-03-01,bqWvECA7v1w
Still(咎狗の血 ED)(Eng Ver.),いとう かなこ,磯江俊道,渡邊カズヒロ,2007-03-01,
Summer Time Love,m-flo loves 日之内絵美＆Ryohei,m-flo・日之内絵美・Ryohei,m-flo・日之内絵美・Ryohei,2007-03-01,0HR11MZiZ0g
Sweet sound,M(이민우),"TEDDY YOON,2Q 태성",BRIAN KIM,2007-03-01,owzq-1r3pw8
Tell Him,Celine Dion & Barbra Streisand,"Walter Afanasieff, David Foster, Linda Thompson-Jenner","Walter Afanasieff, David Foster, Linda Thompson-Jenner",2007-03-01,0IA3ZvCkRkQ
Thanks!,GAM,つんく,つんく,2007-03-01,ttYtvl3YVx8
This Love (BLOOD+ ED),アンジェラ・アキ,アンジェラ·アキ,アンジェラ·アキ,2007-03-01,qTZPoXl5P88
This Time I'll Be Sweeter,Angela Bofill,"Pat Grant, Gwen Guthrie","Pat Grant, Gwen Guthrie",2007-03-01,8PJtGd6ln0U
To me,安全地帶,玉置浩二,松井五郎,2007-03-01,
TRY AGAIN (マクロス 7 OST),Fire bomber,福山芳樹,K.INOJO・福山恭子,2007-03-01,
UFO,ピンク・レディー,都倉俊一,阿久悠,2007-03-01,oNr-GAzJZ4I
UNTITLED,Simple Plan,"BOUVIER PIERRE,COMEAU CHARLES ANDRE","BOUVIER PIERRE,COMEAU CHARLES ANDRE",2007-03-01,ZQ7oqmikZDQ
Unwritten,Natasha Bedingfield,"N. Bedingfield, D. Brisebois, W. Rodriques","N. Bedingfield, D. Brisebois, W. Rodriques",2007-03-01,b7k0a5hYnSI
Voyagers,平原綾香,内池秀和,平原綾香,2007-03-01,NCpZhZO3sA0
Way Back Into Love(Music & Lyrics OST),Hugh Grant . Drew Barrymore,ADAM SCHLESINGER,ADAM SCHLESINGER,2007-03-01,m2SvuvslgGg
Where Am I,MC Sniper,김정유,김정유,2007-03-01,0-3g2v9tAag
You & I,장나라,윤재상,"서하나,윤재상",2007-03-01,a2eobAXdOH0
You Know My Name,Chris Cornell,"ARNOLD DAVID, CORNELL CHRIS","ARNOLD DAVID, CORNELL CHRIS",2007-03-01,mfokenLVVvY
You(ひぐらしのなく頃に OP),M.Graveyard,M.Graveyard,M.Graveyard,2007-03-01,
あなたがいた森(Fate/stay night ED),樹海,Yoshiaki Dewa,Manami Watanabe,2007-03-01,Bg3qwejkZX8
おさらば東京,三橋美智也,中野忠晴,橫井 弘,2007-03-01,5Soy-KUIVws
どうにもとまらない,山本リンダ,都倉俊一,阿久悠,2007-03-01,VJlNPiWKwqQ
アカツキの詩,スキマスイッチ,大橋卓弥・常田真太郎,大橋卓弥・常田真太郎,2007-03-01,tHJGdnG6CpQ
アタック! ギャグマンガ日和(ギャグマンガ日和 OP),うえだゆうじ,山本はるきち,増田こうすけ,2007-03-01,8r2aUJDfQSY
アニメじゃない ~夢を忘れた古い地球人よ~(機動戦士ガンダムΖΖ OP),新井正人,芹澤廣明,秋元康,2007-03-01,
コッペリアの柩(NOIR OP),ALI PROJECT,片倉三起也,宝野アリカ,2007-03-01,NB7zgcimLKM
サンキュー (BLEACH ED),HOME MADE 家族,KURO・MICRO・DJ U-ICHI・TAKAHIRO WATANABE,KURO・MICRO・DJ U-ICHI,2007-03-01,QONe0F_v8lI
スケッチスイッチ(ひだまりスケッチ OP),"阿澄佳奈,水橋かおり,新谷良子,後藤邑子",前澤寬之,秋乃零斗,2007-03-01,UkaxhRa9Evs
ヒカリへ(ワンピース OP),The Baby Stars,田中明仁,田中明仁,2007-03-01,
ホットタイム,misono,阿部靖広,misono,2007-03-01,vosO2ODmC8s
モザイクカケラ(コードギアス 反逆のルルーシュ ED),SunSet Swish,石田順三,石田順三,2007-03-01,ZiMYtql5PrU
ユーフォリア(ARIA The NATURAL OP),牧野由依,窪田ミナ,河井英里,2007-03-01,
ワルツ (ハチミツとクローバー ED),スネオヘアー,渡辺健二,渡辺健二,2007-03-01,
千の夜をこえて (BLEACH OST),Aqua Timez,太志,太志,2007-03-01,
君にジュースを 買ってあげる(ケロロ軍曹乙 OP),グループ魂,富澤タク,宮藤官九郎,2007-03-01,
君に贈る歌,小池徹平,小池徹平,小池徹平,2007-03-01,mnqs4Kp7wBk
恋ing,モーニング娘。,つんく,つんく,2007-03-01,b326lIBoaP8
手をつないで(獣王星 ED),ユンナ,mo'doo-,佐藤永麻,2007-03-01,
深海の孤独 (機動戦士ガンダム SEED DESTINY OST),桑島法子,梶浦由記,梶浦由記,2007-03-01,
牙狼~Sav ior in the Dark,JAM Project,影山ヒロノブ,影山ヒロノブ,2007-03-01,
空が泣くから,ENDLICHERI☆ENDLICHERI,ENDLICHERI☆ENDLICHERI,ENDLICHERI☆ENDLICHERI,2007-03-01,DIy57YB2NNc
笑顔YESヌ-ド,モーニング娘。,つんく,つんく,2007-03-01,
純恋歌,湘南乃風,湘南乃風,湘南乃風,2007-03-01,vjLztMIvErk
鋼の魂 (スーパーロボットスピリッツ CM),"水木一郎,影山ヒロノブ",渡邊 宙明,なかの★陽,2007-03-01,
魔神見参!! (マジンカイザー OST),JAM Project,影山ヒロノブ,影山ヒロノブ,2007-03-01,
가르쳐줘요,서인영,정연준,정연준,2007-03-01,AqczmstPAG8
가지마가지마,상상밴드,Showgy,VENNY,2007-03-01,ahHk4UsvGrA
감사,김동률,김동률,김동률,2007-03-01,7bR8TG2HgVA
고백할 꺼야,Mad Rapper,외국곡,Mad Rapper,2007-03-01,rjqMKuyzOyg
그 언젠가는 (유학),김현철,"김현철,권순관","김현철,권순관",2007-03-01,RtQeRcSH62o
그녀를 사랑하지마,이효리,조영수,안영민,2007-03-01,ja7cQvjuB8o
그 댄 나의 가장 큰 선물이 죠(에이틴 OST),"심태윤,정의철,전혜진",심태윤,심태윤,2007-03-01,
그림자,심신,이주호,이주호,2007-03-01,_Q_7AAUdUdE
금연송,Bluewitch,reliese,바른손카드,2007-03-01,
기름과 물처럼 우린 섞일 수 없는 운명,다이나믹듀오&화요비,조영수,"최자,개코,안영민",2007-03-01,TcytstV1_XE
깊은 밤을 날아서,박혜경,이영훈,이영훈,2007-03-01,N_V2oRWLxhA
나니까,T(윤미래),윤일상,김이나,2007-03-01,nKMJ82svxfo
나쁜 사람,SAT,김형준,이상백,2007-03-01,cr9L1wFXenY
나야 나,박수정,박현진,정월하,2007-03-01,hew20Gp8aKg
난 달라,After Rain,김한범,정진환,2007-03-01,V9fI6Z0LzU0
남자가 사랑을 버리는 이유,먼데이키즈,김미선,"윤경,CHARLIE BROWN",2007-03-01,PrXwuoblUMk
남자도..어쩔 수 없다,에반,"ADAM ALVERMARK,DANIEL METRYEON","ADAM ALVERMARK,DANIEL METRYEON",2007-03-01,Y2xrtlKZkYs
내 사랑,모세,홍정수,정호현,2007-03-01,iA5DbVj1334
너는 눈물이다,레디오,김성태,강우경,2007-03-01,tRqHPTBnaag
너를 원해,서인영,정연준,정연준,2007-03-01,xlY0Wx1nHnk
너의 후회(마이러브 OST),신현호,곽영준,류지은,2007-03-01,IBuZ-OOj9h0
눈물도 미안해서,황보,오승은,이희승,2007-03-01,69NfaMoo0uY
눈물 젖은 빵,고영준,정의송,정의송,2007-03-01,KQ0lC9FVUIU
다시 내 곁으로,에즈원&손호영,강화성,AND,2007-03-01,cWeWR_rEy6g
단 하나의 사랑,최정민,김동영,"김동영,김수연",2007-03-01,aO1txnHv3d4
달콤한 복수,멜로브리즈,박상훈,박상훈,2007-03-01,p6TVLMaiA2U
당신의 여자,다윤,김수환,정동진,2007-03-01,SPyn6s0b3B8
독백,라임버스(Feat.클래지콰이),박정철,김민수,2007-03-01,Sg_kDSMEVa8
라면송,"방대식,TULA",방용석,김주희,2007-03-01,FGyKSow0vxM
로꾸거!!!,슈퍼주니어-T,윤명선,윤명선,2007-03-01,oNMT5Kh-Fp8
말로 할 수 없는 말,현진영,최영호,최영호,2007-03-01,RY8IjaMkMzE
모든 토요일,캐스커,이준오,이준오,2007-03-01,-_pFvyK_X7U
미운오리새끼,MC THE MAX,KOUMI HIROSE,강은경,2007-03-01,1TUGTIyOyRQ
미치도록,장성민,강원석,강원석,2007-03-01,FGDQw106CYY
미치도록,투가이스,김민진,김민진,2007-03-01,L5Mh478L_zI
반성문,김건모,김건모,김태윤,2007-03-01,ZdmYuHr4gn4
봄이 여오라,MC Sniper(Feat.유리),김정유,김정유,2007-03-01,c9hCfl2qkwQ
비밀번호 486,윤하,황찬희,휘성,2007-03-01,YxxQwSLWamc
비행 소녀,마골피,윤명선,윤명선,2007-03-01,MuCVJ8gnB3g
삐삐 웨딩송,상상밴드,Showgy,VENNY,2007-03-01,Ovsr7YYDNwU
사랑이 최고,박진선,조만호,정현숙,2007-03-01,yVGWVfuF09w
사랑이온다,신계행,민재홍,민재홍,2007-03-01,WJmi6TUEovU
사생결단,노라조,김원,이영준,2007-03-01,W2dlXD9U1xU
삼각관계,강진,이호섭,김병걸,2007-03-01,3oBlec9tCWc
선곡표,에픽하이,최지호,"이선웅,최진",2007-03-01,ISUhFHhyfOo
선인장,JUST,민명기,민명기,2007-03-01,AeFJYClPiFE
세상의 중심에서 사랑을 외치다,더 크로스(Feat.소찬휘),이시하,이시하,2007-03-01,53To6c9n35o
손바닥(그 사람이 기다리는 그 사람),Dave & 태사비애,한성호,이희승,2007-03-01,hTWKbfoikeg
수취인 불명,프리스타일(Feat.장한이),최지호,최민호,2007-03-01,bCJo43KxLz8
스리살짝,김연숙,임강현,정인,2007-03-01,H7vTTGt0b-8
신데렐라,배치기,김정유,"이기철,정무웅",2007-03-01,k-0IbysdS_4
싱글즈,Girl,김성하,김성하,2007-03-01,fpV6sH8QXiw
쌈마송,신인영,김희빈,조재윤,2007-03-01,O0AXeomkwCY
아나요(눈부신 날에 OST),서신애&이지훈,안정훈,김이나,2007-03-01,e-EWKDwsSUI
어린 날의 기억(외과의사봉달희 OST),SS501,손무현,김우디,2007-03-01,
어쩌다가,손호영&예인,이한민,"이한민,전애영",2007-03-01,_3dJAheemlw
연인과의 거리,"아웃사이더(Feat.Brown sugar,샛별)",김재진,"신옥철,이정훈",2007-03-01,IY20V41Jark
왼쪽 가슴,K.Will,박진영,박진영,2007-03-01,uMr0KOxSHu4
우리 모두 웃어요,현울림중창단,박준식,김종상,2007-03-01,s2qkcy52Mf4
우주소년 아톰(우주소년 아톰-A stro Boy OST),Som2,안길웅,박준영,2007-03-01,
이별살이,린,휘성,휘성,2007-03-01,s_O031tcWPo
이별 앓이,Tim,김도훈,강은경,2007-03-01,MMjClsiRTns
이별을 말하다,아이,이승환,윤경,2007-03-01,gNGf4Tdp2Dk
이젠 너에게 할 수 없는 말,Papain,류기훈,류기훈,2007-03-01,9ltsvMp1YBk
이젠 꽃이 보인다,김종환,김종환,김종환,2007-03-01,QkTSWuJhrgg
이 차선 다리(Rock Ver.)(복면달호OST),차태현,김민진,이성훈,2007-03-01,
일단 뛰어(일단 뛰어 OST),얀,이지용,장혁수,2007-03-01,J4biuo31-OY
잊었니,T(윤미래),ANN1,Tiger JK,2007-03-01,hES5rq1NFB8
잔소리,이효리,김도훈,차은택,2007-03-01,TeNBKEem8II
죽어도 갖지 못할 사랑,4-COS,최남욱,하해룡,2007-03-01,o0_yq5_LE60
지붕 위의 바이올린,프라이머리스쿨,최동훈,"이재현,정현일",2007-03-01,D6lkGY4RZBU
질러!!,붐,김건우,박장근,2007-03-01,1jKD8qsu0kg
차라리,이선일,이현승,김현아,2007-03-01,40dWIwstAko
천년 동안,헤라,김정욱,박대홍,2007-03-01,w2gEmno_s8E
첫 차,슈퍼주니어-T(Feat.방실이),신상호,신상호,2007-03-01,
콩콩콩,김덕희,김덕희,김덕희,2007-03-01,ogD7eJRiQCs
톡!톡 !톡!,이효리,"김도훈,PJ",최갑원,2007-03-01,IvS7lEv_hEs
피터팬의 꿈,아이스베리,허지호,허지호,2007-03-01,7CWPAV-Hgno
하나마나송,무한도전,"FARIAN FRANK,JAY FRED","FARIAN FRANK,JAY FRED",2007-03-01,PSKPS3dwQtU
하루살이,BMK,이승환,조은희,2007-03-01,OyJzDYjoRX8
해뜰날(Euro Mix Ver.),박상철,신대성,송대관,2007-03-01,
해피송,YUKI,MAKI,바른손카드,2007-03-01,
허수아비,김건모,황찬희,김태윤,2007-03-01,KjMKJrrpRoU
허풍선,배치기,이명재,"이기철,정무웅",2007-03-01,bm5t9-R8Ocs
황진이,박상철,박현진,한솔,2007-03-01,bF1gTNKMRsA
흔들어,빅뱅,"G-DRA,용감한형제",G-DRA,2007-03-01,KXEZm7qz_s8
...합니다,이기찬,이준호,윤경,2007-04-01,hshLiMYBZ9I
Allegro Cantabile (のだめカンタービレ OP),SUEMITSU&THE SUEMITH,末光篤,末光篤,2007-04-01,DV8tW29vrss
Anywhere for you,Backstreet Boys,"BAKER GARY, PERRY WAYNE","BAKER GARY, PERRY WAYNE",2007-04-01,ci8MvjAxx3Y
Baby can I hold you tonight,Boyzone,Tracy Chapman,Tracy Chapman,2007-04-01,lllIh84Q554
Boulevard,Dan Byrd,"CHILAREN TOMIS ,BYRD DAN","CHILAREN TOMIS ,BYRD DAN",2007-04-01,7ysvF5g0-G4
Brand New Breeze(金色のコルダ OP),カノン,カノン,カノン,2007-04-01,
Break It,카라,한상원,이동수,2007-04-01,JwmZruFYQcQ
Break it to me gently,Angela Bofill,"Doug Frank, Doug James","Doug Frank, Doug James",2007-04-01,ETceL74OisE
BUT,倖田來未,Tommy Henriksen,Kumi koda,2007-04-01,gs5XP-2O5Ds
CHU-LIP,大塚愛,愛,愛,2007-04-01,j1F_n4YYRPQ
Clim ax Jump,AAA DEN-O form,鳴瀬シュウヘイ,藤林聖子,2007-04-01,
Cosy in the rocket(Grey`s anatomy OST),Psapp,"Carim Clasmann, Galia Durant","Carim Clasmann, Galia Durant",2007-04-01,
Cry,비바소울(Feat.하동균),김주완,"박성용,김주완",2007-04-01,cVsXUUJ5yWc
Deep,Binocular,RUDOLF KEVIN,RUDOLF KEVIN,2007-04-01,rQZ66PipjMY
Diary,Bread,David Gates,David Gates,2007-04-01,FVmmS8DYf4c
Don't cry out loud,Angela Bofill,"Peter Allen, Carole Bayer Sager","Peter Allen, Carole Bayer Sager",2007-04-01,8W2NzPzn0_0
Emotion(機動戦士ガンダム SEED Character Song),田中理恵,鈴木‘Daichi’秀行,清水しょうこ,2007-04-01,
Escape from The City(Sonic Adventure 2),"Ted Poley, Tony Harnell","Ted Poley, Jun Senoue","Ted Poley, Jun Senoue",2007-04-01,UPBp9cJLrRQ
Everytim e I close my eyes,Babyface,-,-,2007-04-01,
Father and son,Boyzone,Cat Stevens,Cat Stevens,2007-04-01,PqBEi2vfxAs
Fly Away(쿵야쿵야OST),SS501,"이준오,윤석준","이준오,윤석준",2007-04-01,T_E94L-hSGc
Funky Dance(헬로!애기씨 OST),크라잉넛,유해준,한경록,2007-04-01,TX9wAM-qVKk
Get Show,트랜스픽션,"전호진,최희준","전호진,최희준",2007-04-01,U9DViiHl33w
Hurt,Christina Aguilera,"Christina Aguilera, Linda Perry, Mark Ronson","Christina Aguilera, Linda Perry, Mark Ronson",2007-04-01,wwCykGDEp7M
I finally found someone,Bryan Adams & Barbra Streisand,"Bryan Adams, Marvin Hamlisch, Robert John ""Mutt"" Lange, Barbra Streisand","Bryan Adams, Marvin Hamlisch, Robert John ""Mutt"" Lange, Barbra Streisand",2007-04-01,9EHAo6rEuas
I need you,America,Gerry Beckley,Gerry Beckley,2007-04-01,0j3em6RhvnQ
I 'm Here,伊藤由奈,Kazuhiro Hara,Kei Noguchi,2007-04-01,
If(마녀 유희 OST),빈,오준성,"오준성,서재혁",2007-04-01,fv1Rm51MwNc
Immortality,Celine Dion,"Barry Gibb, Maurice Gibb, Robin Gibb","Barry Gibb, Maurice Gibb, Robin Gibb",2007-04-01,WdYaGt_sm3Q
Island In The Sun,Weezer,Rivers Cuomo,Rivers Cuomo,2007-04-01,erG5rgNYSdk
Isn't it a wonder,Boyzone,"BRANNIGAN MARTIN SEAN, HEDGES RAYMOND GEORGE, KEATING RONAN PATRICK JOHN","BRANNIGAN MARTIN SEAN, HEDGES RAYMOND GEORGE, KEATING RONAN PATRICK JOHN",2007-04-01,unxn6yL_DDg
It's true,Backstreet Boys,"Andreas Carlsson, Max Martin, Kevin Richardson","Andreas Carlsson, Max Martin, Kevin Richardson",2007-04-01,fowXc-klCYg
Jelly Pink,가이즈,김기현,야유,2007-04-01,UA-gqlbIw8Y
Just another woman in love,Anne Murray,"W Mallette, Pat Ryan","W Mallette, Pat Ryan",2007-04-01,WF477pY2eFQ
Kiss ing U,린,윤지웅,윤경,2007-04-01,
Lost without your love,Bread,David Gates,David Gates,2007-04-01,FVmmS8DYf4c
Meet again,林原めぐみ,たかはし ごう,MEGUMI,2007-04-01,zAr9bNAx4_0
Metamorphoze (劇場版 機動戦士Zガンダム -星を継ぐ者- OST),Gackt,Gackt.C,Gackt.C,2007-04-01,
One m ore time One m ore chance(映画'秒速 5センチメ-トル' OST),山崎まさよし,山崎将義,山崎将義,2007-04-01,
OVERLAP(遊☆戯☆王デュエルモンスターズ OP),Kimeru,渋谷郁央,Kimeru,2007-04-01,6SoRTZpMHxw
Pay Day,T(윤미래),Double Dragon,타이거 JK,2007-04-01,s0_e8AfAGJA
Perseus,島谷ひとみ,迫茂樹,BOUNCEBACK,2007-04-01,1nOIWI4OzD0
Pintos,몽구스,"김준수,박희정,김준기",김준수,2007-04-01,ehFtsjlQWgI
Prison Break Anthem(Prison Break OST),Kaye Styles,"DJAWADI, RAMIN","DJAWADI, RAMIN",2007-04-01,
